id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
438;LOL;requests;1566464658.486958;-0.7537989616394043;https://www.imdb.com//title/tt0095327/;https://www.imdb.com//title/tt0095327/;220554;200;True;
439;LOL;requests;1566464659.943821;-0.5301320552825928;https://www.imdb.com//title/tt0116231/;https://www.imdb.com//title/tt0116231/;205173;200;True;
440;LOL;requests;1566464661.1072168;-1.060584306716919;https://www.imdb.com//title/tt1345836/;https://www.imdb.com//title/tt1345836/;233123;200;True;
441;LOL;requests;1566464662.858188;-0.7928929328918457;https://www.imdb.com//title/tt0012349/;https://www.imdb.com//title/tt0012349/;212894;200;True;
442;LOL;requests;1566464664.509543;-0.7273859977722168;https://www.imdb.com//title/tt0105236/;https://www.imdb.com//title/tt0105236/;229821;200;True;
443;LOL;requests;1566464665.9204311;-0.6760718822479248;https://www.imdb.com//title/tt0017136/;https://www.imdb.com//title/tt0017136/;227163;200;True;
444;LOL;requests;1566464667.245118;-0.87180495262146;https://www.imdb.com//title/tt0019254/;https://www.imdb.com//title/tt0019254/;214931;200;True;
445;LOL;requests;1566464668.8089;-0.5973329544067383;https://www.imdb.com//title/tt0096283/;https://www.imdb.com//title/tt0096283/;220351;200;True;
446;LOL;requests;1566464670.091082;-0.6362407207489014;https://www.imdb.com//title/tt0060196/;https://www.imdb.com//title/tt0060196/;224796;200;True;
447;LOL;requests;1566464671.503985;-0.6736621856689453;https://www.imdb.com//title/tt0169547/;https://www.imdb.com//title/tt0169547/;225512;200;True;
448;LOL;requests;1566464672.8844821;-0.5379908084869385;https://www.imdb.com//title/tt0071853/;https://www.imdb.com//title/tt0071853/;230116;200;True;
449;LOL;requests;1566464674.137367;-0.6702690124511719;https://www.imdb.com//title/tt0137523/;https://www.imdb.com//title/tt0137523/;227870;200;True;
450;LOL;requests;1566464675.5157828;-0.8051190376281738;https://www.imdb.com//title/tt0361748/;https://www.imdb.com//title/tt0361748/;230103;200;True;
451;LOL;requests;1566464677.007385;-0.9987320899963379;https://www.imdb.com//title/tt0091763/;https://www.imdb.com//title/tt0091763/;220065;200;True;
